id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q19057726,President of Rwanda,Q1037,Q1037,,Q596565,1961-01-28,,,,
Q2590706,Prime Minister of Rwanda,Q1037,Q1037,,,1961-01-28,,,,Prime Minister of Rwanda
Q109711367,Minister of Agriculture and Animal Resources,Q1037,Q1037,,,,,,,
Q109711603,Minister in charge of Cabinet Affairs,Q1037,Q1037,,,,,,,
Q98208489,Minister of Defence of Rwanda,Q1037,,,,,,,,
Q98207142,Minister of Education of Rwanda,Q1037,,,,,,,,
Q109712055,Minister of Emergency Management,Q1037,Q1037,,,,,,,
Q109711942,Minister of the Environment,Q1037,Q1037,,,,,,,
Q109711433,Minister of Finance and Economic Planning,Q1037,Q1037,,,,,,,
Q18204390,Minister of Foreign Affairs,Q1037,Q1037,,,1961,,,,
Q109712031,Minister of Gender and Family Promotion,Q1037,Q1037,,,,,,,
Q109711984,Minister of ICT and Innovation,Q1037,Q1037,,,,,,,
Q109711869,Minister of Infrastructure,Q1037,Q1037,,,,,,,
Q109711473,Minister of Justice,Q1037,Q1037,,,,,,,
Q109711307,Minister of Local Government,Q1037,Q1037,,,,,,,
Q109712174,Minister of National Unity and Civic Engagement,Q1037,Q1037,,,,,,,
Q109712013,Minister of Public Service and Labour,Q1037,Q1037,,,,,,,
Q109711967,Minister of Sports,Q1037,Q1037,,,,,,,
Q109711765,Minister of Trade and Industry,Q1037,Q1037,,,,,,,
Q109712008,Minister of Youth and Culture,Q1037,Q1037,,,,,,,
Q109711532,Minister in the Office of the President,Q1037,Q1037,,,,,,,
Q109712081,CEO of Rwanda Development Board,Q1037,Q1037,,,,,,,
Q109712273,President of the Senate of Rwanda,,,,,,,,,
Q109712223,Speaker of the Chamber of Deputies of Rwanda,,,,Q6594723,,,,,
Q109712312,Chief of Defence Staff of Rwanda,,,,,,,,,
Q109712324,Governor of the National Bank of Rwanda,Q1037,,,,,,,,
Q98879947,mayor of Kigali,,Q3859,,Q96389618,,,,,
